1 2 1	1095171960 2004-9-14
1230 1089 1	1123603080 2005-8-9
7 1089 1	1123603320 2005-8-9
1231 1089 1	1123612200 2005-8-9
645 1089 1	1123615860 2005-8-9
820 1089 1	1123618380 2005-8-9
62 1089 1	1123625100 2005-8-9
271 1089 -1	1123629360 2005-8-9
702 1089 1	1123632000 2005-8-10
129 1089 1	1123650420 2005-8-10
1002 1089 1	1123655880 2005-8-10
965 1089 1	1123693800 2005-8-10
968 1089 1	1123715340 2005-8-10
1232 1089 1	1123718640 2005-8-11
1173 1089 1	1123725420 2005-8-11
1185 1089 1	1123726920 2005-8-11
577 781 1	1123137660 2005-8-4
21 781 1	1123140300 2005-8-4
311 781 1	1123141080 2005-8-4
1151 781 1	1123157460 2005-8-4
973 781 1	1123161720 2005-8-4
20 781 1	1123164480 2005-8-4
1019 781 1	1123171800 2005-8-4
770 781 1	1123183620 2005-8-4
293 781 1	1123192440 2005-8-4
155 781 1	1123193220 2005-8-4
1167 781 1	1123194840 2005-8-4
1193 781 1	1123208160 2005-8-5
11 781 1	1123208880 2005-8-5
1175 781 1	1123217580 2005-8-5
247 781 1	1123222020 2005-8-5
592 781 1	1123246260 2005-8-5
319 781 1	1123248720 2005-8-5
282 781 1	1123290240 2005-8-6
1173 781 1	1123296900 2005-8-6
625 781 1	1123338420 2005-8-6
37 781 1	1123361460 2005-8-6
642 781 1	1123376280 2005-8-7
24 781 1	1123388220 2005-8-7
1100 781 1	1123401120 2005-8-7
854 781 1	1123416660 2005-8-7
503 781 1	1123467000 2005-8-8
547 781 1	1123534440 2005-8-8
944 781 -1	1123553640 2005-8-9
30 781 1	1123554540 2005-8-9
54 781 1	1123562400 2005-8-9
726 781 1	1123621920 2005-8-9
1060 781 1	1123622100 2005-8-9
605 781 1	1123629240 2005-8-9
238 781 1	1123631040 2005-8-9
158 781 1	1123633380 2005-8-10
984 781 1	1123700280 2005-8-10
30 208 1	1123247520 2005-8-5
36 208 1	1123260960 2005-8-5
918 208 1	1123263660 2005-8-5
6 208 1	1123271160 2005-8-5
1169 208 1	1123297080 2005-8-6
11 208 1	1123299180 2005-8-6
1130 208 1	1123299540 2005-8-6
287 208 1	1123312320 2005-8-6
311 208 1	1123340220 2005-8-6
423 208 1	1123344600 2005-8-6
650 208 1	1123362360 2005-8-6
155 208 1	1123363260 2005-8-6
747 208 1	1123368000 2005-8-6
713 208 1	1123371060 2005-8-6
547 208 1	1123387920 2005-8-7
973 208 1	1123421520 2005-8-7
1060 208 1	1123437360 2005-8-7
503 208 1	1123465020 2005-8-8
642 208 1	1123505700 2005-8-8
238 208 1	1123532940 2005-8-8
944 208 -1	1123554180 2005-8-9
158 208 1	1123633080 2005-8-10
984 208 1	1123700100 2005-8-10
968 208 1	1123715280 2005-8-10
1151 208 1	1123724100 2005-8-11
858 208 1	1123836000 2005-8-12
817 208 1	1125408180 2005-8-30
547 238 1	1123286100 2005-8-5
913 238 1	1123289760 2005-8-6
993 238 1	1123290900 2005-8-6
1057 238 1	1123293420 2005-8-6
1169 238 1	1123296900 2005-8-6
11 238 1	1123299240 2005-8-6
1233 238 1	1123301760 2005-8-6
995 238 -1	1123303440 2005-8-6
183 238 -1	1123305420 2005-8-6
1167 238 -1	1123315800 2005-8-6
693 238 1	1123329300 2005-8-6
119 238 1	1123330080 2005-8-6
311 238 1	1123338420 2005-8-6
928 238 1	1123342560 2005-8-6
1234 238 1	1123348980 2005-8-6
572 238 1	1123350480 2005-8-6
321 238 1	1123353600 2005-8-6
1235 238 1	1123355880 2005-8-6
172 238 1	1123357080 2005-8-6
1236 238 1	1123358040 2005-8-6
1180 238 -1	1123368840 2005-8-6
290 238 1	1123371780 2005-8-6
24 238 1	1123389000 2005-8-7
233 238 1	1123411440 2005-8-7
1237 238 -1	1123417560 2005-8-7
918 238 -1	1123442040 2005-8-7
158 238 1	1123443600 2005-8-7
823 238 1	1123450560 2005-8-7
12 238 1	1123466160 2005-8-8
503 238 1	1123466220 2005-8-8
6 238 1	1123468500 2005-8-8
1238 238 1	1123471200 2005-8-8
592 238 1	1123484100 2005-8-8
1239 238 -1	1123491720 2005-8-8
827 238 1	1123512000 2005-8-8
313 238 -1	1123518780 2005-8-8
129 238 1	1123533600 2005-8-8
352 238 1	1123540140 2005-8-8
1015 238 1	1123550160 2005-8-9
25 238 1	1123561680 2005-8-9
286 238 1	1123566780 2005-8-9
720 238 1	1123566900 2005-8-9
77 238 1	1123567440 2005-8-9
7 238 1	1123603500 2005-8-9
1240 238 1	1123616700 2005-8-9
1092 238 1	1123618800 2005-8-9
605 238 1	1123627800 2005-8-9
702 238 1	1123631820 2005-8-9
500 238 1	1123636800 2005-8-10
789 238 -1	1123638900 2005-8-10
1241 238 1	1123640400 2005-8-10
49 238 -1	1123642200 2005-8-10
39 238 1	1123642500 2005-8-10
1242 238 -1	1123644600 2005-8-10
187 238 1	1123646400 2005-8-10
170 238 1	1123662240 2005-8-10
984 238 1	1123672080 2005-8-10
79 238 1	1123681800 2005-8-10
627 238 1	1123693440 2005-8-10
431 238 -1	1123695060 2005-8-10
389 238 1	1123712760 2005-8-10
968 238 -1	1123715280 2005-8-10
1243 238 1	1123715340 2005-8-10
30 238 1	1123729740 2005-8-11
193 238 1	1123736520 2005-8-11
179 238 1	1123756320 2005-8-11
875 238 1	1123768620 2005-8-11
1244 238 -1	1123770660 2005-8-11
1245 238 1	1123778580 2005-8-11
1246 238 1	1123782900 2005-8-11
37 238 1	1123783020 2005-8-11
14 238 1	1123783500 2005-8-11
144 238 1	1123788000 2005-8-11
641 238 1	1123804800 2005-8-12
1036 238 -1	1123813740 2005-8-12
987 238 1	1123860360 2005-8-12
1032 238 1	1123861320 2005-8-12
802 238 1	1123881120 2005-8-12
341 1153 -1	1123297560 2005-8-6
1133 1153 -1	1123297860 2005-8-6
423 1153 -1	1123298280 2005-8-6
11 1153 -1	1123299660 2005-8-6
1097 1153 -1	1123308600 2005-8-6
856 1153 -1	1123308660 2005-8-6
1089 1153 -1	1123308780 2005-8-6
285 1153 -1	1123310400 2005-8-6
889 1153 -1	1123331160 2005-8-6
858 1153 -1	1123337160 2005-8-6
724 1153 -1	1123347660 2005-8-6
928 1153 -1	1123349340 2005-8-6
1230 1153 -1	1123601940 2005-8-9
839 984 1	1123354620 2005-8-6
650 984 1	1123361880 2005-8-6
1169 984 1	1123368600 2005-8-6
24 984 1	1123389240 2005-8-7
11 984 1	1123440600 2005-8-7
918 984 1	1123441740 2005-8-7
987 984 1	1123451040 2005-8-7
547 984 1	1123452300 2005-8-7
187 984 1	1123452900 2005-8-7
1015 984 1	1123455480 2005-8-7
1247 984 1	1123455600 2005-8-7
1017 984 1	1123456080 2005-8-7
108 984 1	1123458960 2005-8-7
503 984 1	1123466520 2005-8-8
179 984 1	1123480680 2005-8-8
1238 984 1	1123489260 2005-8-8
37 984 1	1123502100 2005-8-8
20 984 1	1123511400 2005-8-8
238 984 1	1123532820 2005-8-8
158 984 1	1123550700 2005-8-9
30 984 1	1123551360 2005-8-9
29 984 1	1123553760 2005-8-9
944 984 -1	1123553880 2005-8-9
134 984 1	1123554960 2005-8-9
1248 984 1	1123571580 2005-8-9
693 984 1	1123601220 2005-8-9
642 984 1	1123608240 2005-8-9
62 984 1	1123625160 2005-8-9
968 984 1	1123715220 2005-8-10
1151 984 1	1123770720 2005-8-11
293 984 1	1123943640 2005-8-13
290 399 -1	1123371420 2005-8-6
1100 399 1	1123391280 2005-8-7
155 399 1	1123400820 2005-8-7
233 399 1	1123411560 2005-8-7
287 399 1	1123417140 2005-8-7
973 399 1	1123421280 2005-8-7
649 399 1	1123421760 2005-8-7
1060 399 1	1123436940 2005-8-7
918 399 1	1123441560 2005-8-7
769 399 1	1123452420 2005-8-7
1247 399 1	1123455480 2005-8-7
1015 399 1	1123455540 2005-8-7
503 399 1	1123466760 2005-8-8
6 399 1	1123468800 2005-8-8
579 399 1	1123471380 2005-8-8
286 399 1	1123481460 2005-8-8
161 399 1	1123487460 2005-8-8
642 399 1	1123505520 2005-8-8
744 399 1	1123507620 2005-8-8
1180 399 1	1123547160 2005-8-9
944 399 -1	1123553820 2005-8-9
134 399 1	1123555020 2005-8-9
693 399 1	1123600920 2005-8-9
238 399 1	1123630740 2005-8-9
702 399 1	1123631640 2005-8-9
158 399 1	1123632780 2005-8-10
960 399 1	1123682280 2005-8-10
984 399 1	1123700460 2005-8-10
968 399 1	1123715220 2005-8-10
916 399 1	1123759320 2005-8-11
572 399 1	1123787160 2005-8-11
1036 399 1	1123813320 2005-8-12
730 399 1	1123813500 2005-8-12
1249 399 1	1123870620 2005-8-12
802 399 1	1123888860 2005-8-12
303 399 1	1123896420 2005-8-13
293 399 1	1123943820 2005-8-13
1130 1250 1	1123467540 2005-8-8
6 1250 -1	1123474380 2005-8-8
3 1250 -1	1123480080 2005-8-8
741 1250 -1	1123481220 2005-8-8
719 1250 -1	1123482360 2005-8-8
1217 1250 1	1123488480 2005-8-8
720 1250 -1	1123489380 2005-8-8
1100 1250 -1	1123491420 2005-8-8
641 1250 -1	1123497660 2005-8-8
875 1250 -1	1123506120 2005-8-8
601 1250 1	1123510020 2005-8-8
1185 1250 1	1123510140 2005-8-8
20 1250 -1	1123512300 2005-8-8
313 1250 -1	1123519200 2005-8-8
1251 1250 -1	1123523640 2005-8-8
1064 1250 -1	1123535340 2005-8-8
1061 1250 -1	1123540380 2005-8-8
1252 1250 -1	1123553460 2005-8-9
944 1250 -1	1123553820 2005-8-9
1253 1250 -1	1123756980 2005-8-11
69 1254 1	1123479840 2005-8-8
1100 1254 1	1123552320 2005-8-9
944 1254 -1	1123553760 2005-8-9
1107 1254 1	1123586400 2005-8-9
589 1254 1	1123596780 2005-8-9
1240 1254 1	1123615380 2005-8-9
1060 1254 1	1123620960 2005-8-9
11 1254 1	1123627140 2005-8-9
238 1254 1	1123630620 2005-8-9
29 1254 1	1123631760 2005-8-9
158 1254 1	1123632960 2005-8-10
984 1254 1	1123700400 2005-8-10
1199 1254 1	1123731720 2005-8-11
1036 1254 1	1123813200 2005-8-12
1151 1254 1	1123884180 2005-8-12
642 1254 1	1123893600 2005-8-13
625 1254 1	1124046120 2005-8-14
285 1255 1	1123486680 2005-8-8
161 1255 1	1123487580 2005-8-8
592 1255 1	1123489860 2005-8-8
536 1255 1	1123490280 2005-8-8
286 1255 1	1123490640 2005-8-8
1100 1255 1	1123492260 2005-8-8
823 1255 1	1123520160 2005-8-8
1107 1255 1	1123520220 2005-8-8
1179 1255 1	1123527360 2005-8-8
1117 1255 1	1123528800 2005-8-8
198 1255 1	1123541340 2005-8-8
1256 1255 1	1123541700 2005-8-8
913 1255 1	1123543200 2005-8-8
625 1255 1	1123544280 2005-8-8
944 1255 -1	1123553640 2005-8-9
693 1255 1	1123600620 2005-8-9
642 1255 1	1123617600 2005-8-9
11 1255 1	1123627200 2005-8-9
238 1255 1	1123630560 2005-8-9
158 1255 1	1123633020 2005-8-10
129 1255 1	1123650360 2005-8-10
918 1255 1	1123694760 2005-8-10
984 1255 1	1123700400 2005-8-10
968 1255 1	1123714980 2005-8-10
1257 1255 1	1123745280 2005-8-11
1036 1255 1	1123812900 2005-8-12
287 1255 1	1123819620 2005-8-12
858 1255 1	1123897080 2005-8-13
321 1255 1	1124064120 2005-8-15
1258 1259 1	1123603800 2005-8-9
1060 1259 1	1123620600 2005-8-9
290 1259 1	1123622760 2005-8-9
11 1259 1	1123627200 2005-8-9
238 1259 1	1123630380 2005-8-9
944 1259 -1	1123642260 2005-8-10
1260 1259 1	1123649700 2005-8-10
1261 1259 1	1123653420 2005-8-10
610 1259 1	1123659240 2005-8-10
1262 1259 1	1123662780 2005-8-10
882 1259 1	1123671120 2005-8-10
1144 1259 1	1123684620 2005-8-10
968 1259 1	1123714860 2005-8-10
592 1259 1	1123743960 2005-8-11
1206 1259 1	1123788480 2005-8-11
287 1259 1	1123819560 2005-8-12
155 1259 1	1123827360 2005-8-12
802 1259 1	1123881060 2005-8-12
928 1259 1	1123978560 2005-8-14
1263 1259 1	1123996560 2005-8-14
1167 1259 -1	1124072100 2005-8-15
79 1259 1	1124097840 2005-8-15
577 1259 1	1124099040 2005-8-15
911 1259 1	1124158140 2005-8-16
295 1259 1	1124183160 2005-8-16
1264 1259 1	1124202720 2005-8-16
1217 875 1	1123718400 2005-8-11
238 875 1	1123720200 2005-8-11
3 875 -1	1123722000 2005-8-11
897 875 1	1123725720 2005-8-11
1089 875 1	1123726260 2005-8-11
170 875 1	1123726380 2005-8-11
1185 875 1	1123726500 2005-8-11
1169 875 1	1123726860 2005-8-11
11 875 1	1123728360 2005-8-11
714 875 1	1123728780 2005-8-11
741 875 1	1123733460 2005-8-11
1246 875 -1	1123737360 2005-8-11
1257 875 1	1123745340 2005-8-11
1015 875 1	1123749180 2005-8-11
183 875 -1	1123750260 2005-8-11
823 875 -1	1123759140 2005-8-11
916 875 -1	1123761360 2005-8-11
889 875 -1	1123762500 2005-8-11
968 875 1	1123772460 2005-8-11
196 875 1	1123781280 2005-8-11
1206 875 1	1123788900 2005-8-11
113 875 -1	1123791780 2005-8-11
1205 875 1	1123799760 2005-8-11
1036 875 -1	1123823400 2005-8-12
313 875 -1	1123848240 2005-8-12
1249 875 -1	1123870320 2005-8-12
724 875 -1	1123887360 2005-8-12
311 875 1	1123926300 2005-8-13
827 875 -1	1123926960 2005-8-13
363 1265 1	1123857660 2005-8-12
1266 1265 1	1123860900 2005-8-12
11 1265 1	1123860960 2005-8-12
777 1265 1	1123861680 2005-8-12
889 1265 1	1123864560 2005-8-12
918 1265 1	1123865580 2005-8-12
1267 1265 1	1123867800 2005-8-12
6 1265 1	1123867980 2005-8-12
1080 1265 1	1123869660 2005-8-12
1268 1265 1	1123870080 2005-8-12
20 1265 1	1123879020 2005-8-12
1151 1265 1	1123899180 2005-8-13
1269 1265 1	1123902960 2005-8-13
155 1265 1	1123905540 2005-8-13
642 1265 1	1123935540 2005-8-13
887 1265 1	1123939020 2005-8-13
1270 1265 1	1123957980 2005-8-13
158 1265 1	1123998180 2005-8-14
625 1265 1	1124046300 2005-8-14
282 1265 1	1124104320 2005-8-15
577 1265 1	1124104980 2005-8-15
913 1265 1	1124148660 2005-8-15
1130 1265 1	1124151120 2005-8-16
1193 1265 1	1124162580 2005-8-16
1271 1265 1	1124230080 2005-8-16
1106 1265 1	1124329800 2005-8-18
30 1265 1	1124333820 2005-8-18
1234 1265 1	1124371440 2005-8-18
6 1272 1	1123869060 2005-8-12
1273 1272 1	1123869420 2005-8-12
918 1272 1	1123870080 2005-8-12
1060 1272 1	1123871220 2005-8-12
1274 1272 1	1123875120 2005-8-12
1117 1272 1	1123875960 2005-8-12
1275 1272 1	1123879740 2005-8-12
293 1272 1	1123880340 2005-8-12
1276 1272 1	1123880700 2005-8-12
1151 1272 1	1123883820 2005-8-12
63 1272 1	1123893480 2005-8-13
1132 1272 1	1123894500 2005-8-13
155 1272 1	1123905720 2005-8-13
605 1272 1	1123906020 2005-8-13
11 1272 1	1123910280 2005-8-13
720 1272 1	1123969440 2005-8-13
1097 1272 1	1123996500 2005-8-14
158 1272 1	1123998240 2005-8-14
944 1272 -1	1124007480 2005-8-14
1100 1272 1	1124015220 2005-8-14
675 1272 1	1124023200 2005-8-14
1019 1272 1	1124055300 2005-8-14
1173 1272 1	1124058000 2005-8-14
1036 1272 1	1124083440 2005-8-15
911 1272 1	1124131740 2005-8-15
960 1272 1	1124139360 2005-8-15
280 1272 1	1124143140 2005-8-15
913 1272 1	1124148540 2005-8-15
423 1272 -1	1124307120 2005-8-17
1106 1272 1	1124329980 2005-8-18
1057 699 1	1123889640 2005-8-12
63 699 -1	1123893660 2005-8-13
605 699 1	1123894860 2005-8-13
1169 699 1	1123898220 2005-8-13
155 699 1	1123905960 2005-8-13
11 699 1	1123910340 2005-8-13
592 699 1	1123913280 2005-8-13
918 699 1	1123914000 2005-8-13
311 699 1	1123926600 2005-8-13
642 699 1	1123935480 2005-8-13
1041 699 1	1123936860 2005-8-13
957 699 1	1123967040 2005-8-13
720 699 1	1123969440 2005-8-13
1064 699 1	1123977360 2005-8-13
928 699 -1	1123978440 2005-8-14
1107 699 1	1123992240 2005-8-14
944 699 -1	1124007120 2005-8-14
675 699 1	1124023380 2005-8-14
912 699 1	1124027220 2005-8-14
578 699 1	1124034780 2005-8-14
134 699 1	1124071080 2005-8-15
633 699 1	1124077140 2005-8-15
863 699 1	1124080260 2005-8-15
79 699 1	1124097900 2005-8-15
889 699 1	1124103900 2005-8-15
145 699 1	1124138160 2005-8-15
1206 699 1	1124140860 2005-8-15
24 699 1	1124142780 2005-8-15
29 699 1	1124142840 2005-8-15
789 699 -1	1124147880 2005-8-15
657 699 1	1124148480 2005-8-15
1130 699 1	1124149500 2005-8-15
1142 699 1	1124172480 2005-8-16
639 699 1	1124186400 2005-8-16
1257 699 1	1124198940 2005-8-16
547 699 1	1124207040 2005-8-16
288 699 1	1124208540 2005-8-16
1256 699 1	1124290080 2005-8-17
374 699 1	1124315700 2005-8-17
1178 699 1	1124328660 2005-8-18
784 699 1	1124346480 2005-8-18
1089 699 1	1124416080 2005-8-19
255 699 1	1124818560 2005-8-23
20 1277 1	1123902540 2005-8-13
63 1277 1	1123902720 2005-8-13
736 1277 1	1123903380 2005-8-13
341 1277 1	1123905000 2005-8-13
6 1277 1	1123910280 2005-8-13
11 1277 1	1123910460 2005-8-13
271 1277 1	1123912140 2005-8-13
918 1277 1	1123914060 2005-8-13
957 1277 1	1123934280 2005-8-13
1117 1277 1	1123935780 2005-8-13
1260 1277 1	1123937100 2005-8-13
720 1277 1	1123969380 2005-8-13
928 1277 -1	1123978200 2005-8-14
217 1277 1	1123980840 2005-8-14
1097 1277 1	1123996620 2005-8-14
158 1277 1	1123998300 2005-8-14
944 1277 -1	1124007660 2005-8-14
1236 1277 1	1124028540 2005-8-14
1278 1277 1	1124029860 2005-8-14
55 1277 1	1124050080 2005-8-14
168 1277 1	1124066760 2005-8-15
863 1277 1	1124080320 2005-8-15
1032 1277 1	1124149440 2005-8-15
639 1277 1	1124186760 2005-8-16
423 1277 1	1124306940 2005-8-17
1106 1277 1	1124330760 2005-8-18
702 1277 1	1124331240 2005-8-18
1060 1277 1	1124398140 2005-8-18
956 1277 1	1124485980 2005-8-19
20 1279 1	1123903620 2005-8-13
155 1279 1	1123905840 2005-8-13
1280 1279 1	1123907400 2005-8-13
11 1279 1	1123910520 2005-8-13
918 1279 1	1123914120 2005-8-13
234 1279 1	1123935240 2005-8-13
642 1279 1	1123935360 2005-8-13
1260 1279 1	1123937280 2005-8-13
1179 1279 1	1123974840 2005-8-13
1143 1279 1	1123978560 2005-8-14
1263 1279 1	1123993080 2005-8-14
158 1279 1	1123998660 2005-8-14
944 1279 -1	1124007540 2005-8-14
1100 1279 1	1124013060 2005-8-14
736 1279 1	1124042280 2005-8-14
657 1279 1	1124044260 2005-8-14
399 1279 1	1124048700 2005-8-14
1281 1279 1	1124056620 2005-8-14
625 1279 1	1124064780 2005-8-15
346 1279 1	1124067360 2005-8-15
490 1279 1	1124072400 2005-8-15
1180 1279 1	1124082660 2005-8-15
282 1279 1	1124104740 2005-8-15
1206 1279 1	1124105700 2005-8-15
92 1279 -1	1124118000 2005-8-15
238 1279 1	1124134080 2005-8-15
1249 1279 1	1124138940 2005-8-15
913 1279 1	1124148180 2005-8-15
1282 1279 1	1124229900 2005-8-16
1283 1279 1	1124289480 2005-8-17
1284 1279 1	1124294280 2005-8-17
1106 1279 1	1124330880 2005-8-18
935 1279 1	1124430300 2005-8-19
1241 1285 1	1123951500 2005-8-13
16 1285 1	1123958400 2005-8-13
182 1285 1	1123968420 2005-8-13
1143 1285 1	1123981560 2005-8-14
1286 1285 1	1123993860 2005-8-14
158 1285 1	1123998000 2005-8-14
918 1285 1	1123999680 2005-8-14
11 1285 1	1124011260 2005-8-14
1221 1285 -1	1124017320 2005-8-14
578 1285 -1	1124034600 2005-8-14
863 1285 1	1124079720 2005-8-15
1287 1285 1	1124109300 2005-8-15
1167 1285 -1	1124125260 2005-8-15
1288 1285 1	1124128740 2005-8-15
781 1285 1	1124141880 2005-8-15
913 1285 1	1124147820 2005-8-15
1224 1285 1	1124148780 2005-8-15
1289 1285 -1	1124160900 2005-8-16
1232 1285 1	1124161800 2005-8-16
1290 1285 1	1124172840 2005-8-16
1291 1285 1	1124185440 2005-8-16
2 1285 1	1124222760 2005-8-16
1292 1285 1	1124296440 2005-8-17
1130 1285 1	1124303820 2005-8-17
1293 1285 1	1124319060 2005-8-17
1106 1285 1	1124331240 2005-8-18
307 1285 1	1124341320 2005-8-18
1294 1285 1	1124468580 2005-8-19
935 1285 1	1124510100 2005-8-20
1064 1295 1	1124039640 2005-8-14
858 1295 1	1124039760 2005-8-14
113 1295 1	1124040000 2005-8-14
640 1295 1	1124040240 2005-8-14
155 1295 1	1124040480 2005-8-14
736 1295 1	1124042400 2005-8-14
29 1295 1	1124042580 2005-8-14
30 1295 1	1124043060 2005-8-14
625 1295 1	1124046060 2005-8-14
1151 1295 1	1124052360 2005-8-14
918 1295 1	1124053800 2005-8-14
627 1295 1	1124054940 2005-8-14
142 1295 1	1124055900 2005-8-14
856 1295 1	1124056260 2005-8-14
1019 1295 1	1124065740 2005-8-15
1167 1295 1	1124070900 2005-8-15
293 1295 1	1124071260 2005-8-15
1117 1295 1	1124071380 2005-8-15
134 1295 1	1124071800 2005-8-15
752 1295 1	1124072400 2005-8-15
681 1295 1	1124077800 2005-8-15
863 1295 1	1124080500 2005-8-15
1036 1295 1	1124082660 2005-8-15
285 1295 1	1124091720 2005-8-15
720 1295 1	1124094360 2005-8-15
79 1295 1	1124098020 2005-8-15
1096 1295 1	1124098680 2005-8-15
286 1295 1	1124099640 2005-8-15
675 1295 1	1124104500 2005-8-15
282 1295 1	1124105940 2005-8-15
639 1295 1	1124109360 2005-8-15
161 1295 1	1124111520 2005-8-15
11 1295 1	1124116320 2005-8-15
911 1295 1	1124131860 2005-8-15
312 1295 1	1124132940 2005-8-15
588 1295 1	1124140920 2005-8-15
280 1295 1	1124142600 2005-8-15
1263 1295 1	1124142780 2005-8-15
913 1295 1	1124147640 2005-8-15
1032 1295 1	1124149020 2005-8-15
1130 1295 1	1124149320 2005-8-15
1097 1295 1	1124150880 2005-8-16
546 1295 1	1124152200 2005-8-16
1057 1295 1	1124155320 2005-8-16
1173 1295 1	1124158080 2005-8-16
158 1295 1	1124158680 2005-8-16
1193 1295 1	1124162280 2005-8-16
299 1295 1	1124180220 2005-8-16
946 1295 1	1124180640 2005-8-16
592 1295 1	1124183460 2005-8-16
295 1295 1	1124183880 2005-8-16
744 1295 1	1124195880 2005-8-16
982 1295 1	1124210820 2005-8-16
1035 1295 1	1124219040 2005-8-16
645 1295 1	1124219940 2005-8-16
108 1295 1	1124249340 2005-8-17
290 1295 1	1124308260 2005-8-17
129 1295 1	1124310720 2005-8-17
374 1295 1	1124315580 2005-8-17
1195 1295 1	1124320440 2005-8-17
1107 1295 1	1124321940 2005-8-17
702 1295 1	1124331480 2005-8-18
1106 1295 1	1124331540 2005-8-18
761 1295 1	1124374860 2005-8-18
1060 1295 1	1124398380 2005-8-18
944 1295 1	1124435160 2005-8-19
423 1295 1	1124457840 2005-8-19
726 1295 1	1124480340 2005-8-19
1269 1295 1	1124483940 2005-8-19
287 1295 1	1124607060 2005-8-21
960 741 -1	1124140500 2005-8-15
1249 741 -1	1124145720 2005-8-15
913 741 -1	1124147520 2005-8-15
789 741 -1	1124147700 2005-8-15
802 741 1	1124155020 2005-8-16
12 741 1	1124160660 2005-8-16
1167 741 -1	1124161500 2005-8-16
286 741 1	1124168160 2005-8-16
719 741 1	1124187060 2005-8-16
675 741 1	1124193060 2005-8-16
37 741 1	1124194320 2005-8-16
889 741 -1	1124195040 2005-8-16
1064 741 1	1124200500 2005-8-16
423 741 1	1124207280 2005-8-16
1181 741 1	1124220840 2005-8-16
578 741 1	1124271300 2005-8-17
1193 741 1	1124340240 2005-8-18
1060 741 1	1124398620 2005-8-18
1025 741 -1	1124424300 2005-8-19
944 741 -1	1124434620 2005-8-19
823 741 -1	1124506500 2005-8-20
278 741 1	1124741220 2005-8-22
168 1028 1	1124148540 2005-8-15
1130 1028 1	1124149080 2005-8-15
777 1028 1	1124156940 2005-8-16
858 1028 1	1124158740 2005-8-16
158 1028 1	1124158800 2005-8-16
1193 1028 1	1124162040 2005-8-16
856 1028 1	1124172720 2005-8-16
346 1028 1	1124181600 2005-8-16
1206 1028 1	1124184420 2005-8-16
37 1028 1	1124194140 2005-8-16
11 1028 1	1124200440 2005-8-16
984 1028 1	1124221920 2005-8-16
640 1028 1	1124231460 2005-8-16
1221 1028 1	1124294460 2005-8-17
290 1028 1	1124307900 2005-8-17
29 1028 1	1124308980 2005-8-17
522 1028 1	1124314860 2005-8-17
1296 1028 1	1124329020 2005-8-18
702 1028 1	1124331360 2005-8-18
1257 1028 1	1124456520 2005-8-19
645 1028 1	1124480040 2005-8-19
1269 1028 1	1124483700 2005-8-19
823 1028 -1	1124506320 2005-8-20
149 1028 1	1124545080 2005-8-20
30 1028 1	1124546580 2005-8-20
1263 1028 1	1124596680 2005-8-21
287 1028 1	1124606700 2005-8-21
1167 1028 1	1124674140 2005-8-22
657 1028 1	1124675160 2005-8-22
1106 1028 1	1124675280 2005-8-22
1036 1028 -1	1124718660 2005-8-22
282 1028 1	1124760240 2005-8-23
1245 1028 1	1124763060 2005-8-23
1028 1028 1	1124928960 2005-8-25
197 1297 1	1124199780 2005-8-16
11 1297 1	1124200500 2005-8-16
918 1297 1	1124201100 2005-8-16
1167 1297 1	1124211060 2005-8-16
1206 1297 1	1124217240 2005-8-16
280 1297 1	1124218440 2005-8-16
1130 1297 1	1124222400 2005-8-16
286 1297 1	1124252340 2005-8-17
863 1297 1	1124279100 2005-8-17
423 1297 1	1124306760 2005-8-17
625 1297 1	1124319360 2005-8-17
702 1297 1	1124331480 2005-8-18
30 1297 1	1124332800 2005-8-18
592 1297 1	1124370180 2005-8-18
944 1297 -1	1124434440 2005-8-19
317 1297 1	1124485560 2005-8-19
334 1297 1	1124485740 2005-8-19
984 1297 1	1124506860 2005-8-20
973 1297 1	1124541360 2005-8-20
149 1297 1	1124545020 2005-8-20
1263 1297 1	1124596800 2005-8-21
287 1297 1	1124606700 2005-8-21
363 1297 1	1124634780 2005-8-21
